"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PEIX","Pacific Ethanol, Inc.","0.324","$18.11M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/peix",
"PMBC","Pacific Mercantile Bancorp","3.4","$80.31M","2000","Finance","Major Banks","https://old.nasdaq.com/symbol/pmbc",
"PPBI","Pacific Premier Bancorp Inc","19.75","$1.18B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ppbi",
"PCRX","Pacira BioSciences, Inc.","40.62","$1.71B","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pcrx",
"PACW","PacWest Bancorp","18.52","$2.18B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pacw",
"PAE","PAE Incorporated","7.94","$730.8M","2018","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/pae",
"PAEWW","PAE Incorporated","1.78","n/a","2018","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/paeww",
"PLMR","Palomar Holdings, Inc.","53.87","$1.31B","2019","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/plmr",
"PAAS","Pan American Silver Corp.","22.41","$4.71B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/paas",
"PANL","Pangaea Logistics Solutions Ltd.","2.28","$102.78M","2013","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/panl",
"PZZA","Papa John&#39;s International, Inc.","72.74","$2.35B","1993","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/pzza",
"PRTK","Paratek Pharmaceuticals, Inc. ","4.16","$176.54M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prtk",
"TEUM","Pareteum Corporation","0.6199","$82.42M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/teum",
"PCYG","Park City Group, Inc.","4.78","$93.59M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/pcyg",
"PKBK","Parke Bancorp, Inc.","13.68","$162.1M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pkbk",
"PKOH","Park-Ohio Holdings Corp.","16.12","$202.42M","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/pkoh",
"PTNR","Partner Communications Company Ltd.","4.12","$756.52M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ptnr",
"PASG","Passage Bio, Inc.","18.55","$849.56M","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/pasg",
"PBHC","Pathfinder Bancorp, Inc.","10.6989","$50.72M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pbhc",
"PATK","Patrick Industries, Inc.","39.96","$942.83M","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/patk",
"PNBK","Patriot National Bancorp Inc.","5.7499","$22.57M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pnbk",
"PATI","Patriot Transportation Holding, Inc.","8.77","$29.39M","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/pati",
"PDCO","Patterson Companies, Inc.","16.25","$1.56B","1992","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/pdco",
"PTEN","Patterson-UTI Energy, Inc.","3.2","$596.81M","1993","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pten",
"PAVM","PAVmed Inc.","2.24","$99.9M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pavm",
"PAVMW","PAVmed Inc.","1.03","n/a","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pavmw",
"PAVMZ","PAVmed Inc.","1.1999","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pavmz",
"PAYX","Paychex, Inc.","67.17","$24.09B","1983","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/payx",
"PCTY","Paylocity Holding Corporation","108.96","$5.84B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/pcty",
"PYPL","PayPal Holdings, Inc.","123.66","$145.04B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pypl",
"PAYS","Paysign, Inc.","7.77","$381.85M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pays",
"CNXN","PC Connection, Inc.","39.88","$1.04B","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/cnxn",
"PCB","PCB Bancorp","9.18","$141.1M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/pcb",
"PCIM","PCI Media, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcim",
"PCSB","PCSB Financial Corporation","12.67","$214.1M","2017","Finance","Banks","https://old.nasdaq.com/symbol/pcsb",
"PCTI","PC-Tel, Inc.","6.45","$119.33M","1999","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/pcti",
"PDCE","PDC Energy, Inc.","11.74","$1.17B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pdce",
"PDFS","PDF Solutions, Inc.","15.1","$495M","2001","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/pdfs",
"PDLI","PDL BioPharma, Inc.","3.44","$425.16M","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/pdli",
"PDLB","PDL Community Bancorp","9.2","$159.16M","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pdlb",
"PDSB","PDS Biotechnology Corporation","0.88","$13.45M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pdsb",
"PGC","Peapack-Gladstone Financial Corporation","18.35","$343.5M","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/pgc",
"PEER","PeerStream, Inc.","0.7702","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/peer",
"PEGA","Pegasystems Inc.","81.44","$6.52B","1996","Technology","EDP Services","https://old.nasdaq.com/symbol/pega",
"PTON","Peloton Interactive, Inc.","33.9","$9.51B","2019","Energy","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/pton",
"PENN","Penn National Gaming, Inc.","15.61","$1.83B","1994","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/penn",
"PVAC","Penn Virginia Corporation","5.91","$89.58M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pvac",
"PFLT","PennantPark Floating Rate Capital Ltd.","6.41","$248.53M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pflt",
"PNNT","PennantPark Investment Corporation","3.1","$207.84M","2007","n/a","n/a","https://old.nasdaq.com/symbol/pnnt",
"PNNTG","PennantPark Investment Corporation","20","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pnntg",
"PWOD","Penns Woods Bancorp, Inc.","22.7","$159.84M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pwod",
"PEBO","Peoples Bancorp Inc.","22.805","$464.01M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pebo",
"PEBK","Peoples Bancorp of North Carolina, Inc.","17.78","$102.9M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pebk",
"PFIS","Peoples Financial Services Corp. ","36.9","$270.97M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pfis",
"PBCT","People&#39;s United Financial, Inc.","11.84","$5.01B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pbct",
"PBCTP","People&#39;s United Financial, Inc.","25.63","$256.3M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pbctp",
"PUB","People&#39;s Utah Bancorp","21.79","$409.39M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/pub",
"PEP","Pepsico, Inc.","130.92","$181.65B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/pep",
"PRCP","Perceptron, Inc.","3.06","$29.7M","1992","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/prcp",
"PRDO","Perdoceo Education Corporation","12.77","$881.81M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/prdo",
"PRFT","Perficient, Inc.","32.8","$1.09B","1999","Technology","EDP Services","https://old.nasdaq.com/symbol/prft",
"PSHG","Performance Shipping Inc.","0.7198","$36.36M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/pshg",
"PFMT","Performant Financial Corporation","0.6935","$37.47M","2012","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/pfmt",
"PERI","Perion Network Ltd","4.73","$126.33M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/peri",
"PESI","Perma-Fix Environmental Services, Inc.","5.69","$68.98M","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/pesi",
"PPIH","Perma-Pipe International Holdings, Inc.","5.67","$45.63M","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/ppih",
"PSNL","Personalis, Inc.","10.16","$319.78M","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/psnl",
"PETQ","PetIQ, Inc.","27.75","$787.52M","2017","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/petq",
"PETS","PetMed Express, Inc.","37.49","$756.04M","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/pets",
"PFSW","PFSweb, Inc.","4.04","$78.64M","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pfsw",
"PGTI","PGT Innovations, Inc.","9.78","$586.02M","2006","Capital Goods","Building Products","https://old.nasdaq.com/symbol/pgti",
"PHAS","PhaseBio Pharmaceuticals, Inc.","4","$115.12M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/phas",
"PHAT","Phathom Pharmaceuticals, Inc.","30.77","$891.24M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/phat",
"PAHC","Phibro Animal Health Corporation","24.41","$987.47M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pahc",
"PHIO","Phio Pharmaceuticals Corp.","2","$9.16M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/phio",
"PHIOW","Phio Pharmaceuticals Corp.","0.0157","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/phiow",
"PLAB","Photronics, Inc.","11.19","$728.69M","1987","Technology","Semiconductors","https://old.nasdaq.com/symbol/plab",
"PHUN","Phunware, Inc.","0.81","$32.97M","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/phun",
"PHUNW","Phunware, Inc.","0.1391","n/a","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/phunw",
"PICO","PICO Holdings Inc.","8.23","$159.43M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/pico",
"PLL","Piedmont Lithium Limited","6.1991","$51.1M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pll",
"PIRS","Pieris Pharmaceuticals, Inc.","2.65","$138.65M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/pirs",
"PPC","Pilgrim&#39;s Pride Corporation","20.16","$5.02B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/ppc",
"PDD","Pinduoduo Inc.","46.37","$55.53B","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pdd",
"PME","Pingtan Marine Enterprise Ltd.","1.05","$83.01M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pme",
"PNFP","Pinnacle Financial Partners, Inc.","37.8","$2.87B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pnfp",
"PT","Pintec Technology Holdings Limited","1.21","$48.03M","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/pt",
"PBFS","Pioneer Bancorp, Inc.","9.11","$236.66M","2019","Finance","Banks","https://old.nasdaq.com/symbol/pbfs",
"PPSI","Pioneer Power Solutions, Inc.","1.0501","$9.16M","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/ppsi",
"PXLW","Pixelworks, Inc.","3.51","$137.76M","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/pxlw",
"PLYA","Playa Hotels & Resorts N.V.","2.19","$283.19M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/plya",
"PLXS","Plexus Corp.","60.7","$1.77B","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/plxs",
"PLUG","Plug Power, Inc.","4.09","$1.32B","1999","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/plug",
"PLBC","Plumas Bancorp","19.15","$99.12M","n/a","Finance","Finance Companies","https://old.nasdaq.com/symbol/plbc",
"PS","Pluralsight, Inc.","15.04","$2.15B","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ps",
"PSTI","Pluristem Therapeutics, Inc.","9.36","$167.18M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/psti",
"PSTV","PLUS THERAPEUTICS, Inc.","1.62","$6.29M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pstv",
"PSTVZ","PLUS THERAPEUTICS, Inc.","0.0062","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pstvz",
"PLXP","PLx Pharma Inc.","2.7","$24.72M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/plxp",
"PCOM","Points International, Ltd.","9.35","$123.38M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pcom",
"POLA","Polar Power, Inc.","1.36","$13.79M","2016","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/pola",
"PTE","PolarityTE, Inc.","0.9","$34.52M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/pte",
"POLY","PolyPid Ltd.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/poly",
"POOL","Pool Corporation","214.81","$8.58B","1995","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/pool",
"POPE","Pope Resources","94","$410.52M","n/a","Consumer Non-Durables","Environmental Services","https://old.nasdaq.com/symbol/pope",
"BPOP","Popular, Inc.","37.76","$3.35B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpop",
"BPOPM","Popular, Inc.","25","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpopm",
"BPOPN","Popular, Inc.","25.57","$306.84M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpopn",
"KCAPL","Portman Ridge Finance Corporation","20.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kcapl",
"PTMN","Portman Ridge Finance Corporation","1.16","$51.88M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ptmn",
"PTLA","Portola Pharmaceuticals, Inc.","7.76","$609.03M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ptla",
"PPHI","Positive Physicians Holdings, Inc.","10.15","$36.7M","2019","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pphi",
"PBPB","Potbelly Corporation","2.99","$70.68M","2013","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/pbpb",
"PCH","PotlatchDeltic Corporation","32.84","$2.2B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pch",
"POWL","Powell Industries, Inc.","23.26","$269.75M","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/powl",
"POWI","Power Integrations, Inc.","96.54","$2.87B","1997","Technology","Semiconductors","https://old.nasdaq.com/symbol/powi",
"PBTS","Powerbridge Technologies Co., Ltd.","2.59","$23.1M","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/pbts",
"PWFL","PowerFleet, Inc.","4.36","$124.86M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/pwfl",
"PPD","PPD, Inc.","23.87","$8.32B","2020","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/ppd",
"PRAA","PRA Group, Inc.","26.48","$1.21B","2002","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/praa",
"PRAH","PRA Health Sciences, Inc.","86.64","$5.51B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/prah",
"PGEN","Precigen, Inc.","3.445","$587.91M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/pgen",
"PRPO","Precipio, Inc.","0.703","$6.41M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/prpo",
"DTIL","Precision BioSciences, Inc.","6.8","$349.62M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/dtil",
"POAI","Predictive Oncology Inc.","1.48","$11.44M","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/poai",
"PFBC","Preferred Bank","36.16","$538.84M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pfbc",
"PLPC","Preformed Line Products Company","49.79","$249.78M","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/plpc",
"PFBI","Premier Financial Bancorp, Inc.","11.94","$175.07M","1996","Finance","Major Banks","https://old.nasdaq.com/symbol/pfbi",
"PINC","Premier, Inc.","31.35","$2.23B","2013","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/pinc",
"PBIO","Pressure BioSciences, Inc.","3.45","$3.8M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pbio",
"PRVL","Prevail Therapeutics Inc.","15.01","$513.37M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/prvl",
"PRGX","PRGX Global, Inc.","3.58","$85.07M","1996","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/prgx",
"PSMT","PriceSmart, Inc.","62.47","$1.91B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/psmt",
"PNRG","PrimeEnergy Resources Corporation","60.6","$121.53M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pnrg",
"PRMW","Primo Water Corporation","9.76","$1.53B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/prmw",
"PRIM","Primoris Services Corporation","14.64","$706.45M","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/prim",
"PVAL","Principal Contrarian Value Index ETF","20.6492","$3.1M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pval",
"PFG","Principal Financial Group Inc","34.97","$9.58B","2001","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/pfg",
"BTEC","Principal Healthcare Innovators Index ETF","38.2959","$59.36M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/btec",
"PDEV","Principal International Multi-Factor Core Index ETF","21.3","$14.91M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdev",
"GENY","Principal Millennials Index ETF","35.4699","$21.28M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/geny",
"PSET","Principal Price Setters Index ETF","36.93","$16.62M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pset",
"PY","Principal Shareholder Yield Index ETF","26.0636","$10.43M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/py",
"PMOM","Principal Sustainable Momentum Index ETF","25.7107","$3.86M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pmom",
"PLC","Principal U.S. Large-Cap Multi-Factor Core Index ETF","23.09","$5.77M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/plc",
"USMC","Principal U.S. Mega-Cap Multi-Factor Index ETF","28.4036","$1.39B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usmc",
"PSC","Principal U.S. Small-Cap Multi-Factor Index ETF","24.1468","$290.97M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psc",
"PSM","Principal U.S. Small-MidCap Multi-Factor Core Index ETF","20.59","$8.24M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psm",
"PRNB","Principia Biopharma Inc.","58.9","$1.95B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prnb",
"PRTH","Priority Technology Holdings, Inc.","1.51","$101.26M","2016","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/prth",
"UFO","Procure Space ETF","17.8","$15.13M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ufo",
"PDEX","Pro-Dex, Inc.","16.41","$63.55M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pdex",
"IPDN","Professional Diversity Network, Inc.","0.91","$9.94M","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ipdn",
"PFHD","Professional Holding Corp.","15.7","$212.7M","2020","Finance","Major Banks","https://old.nasdaq.com/symbol/pfhd",
"PAAC","Proficient Alpha Acquisition Corp.","10.199","$147.55M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/paac",
"PAACR","Proficient Alpha Acquisition Corp.","0.18","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/paacr",
"PAACU","Proficient Alpha Acquisition Corp.","10.32","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/paacu",
"PAACW","Proficient Alpha Acquisition Corp.","0.04","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/paacw",
"PFIE","Profire Energy, Inc.","0.758","$36.14M","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/pfie",
"PROF","Profound Medical Corp.","12.21","$196.33M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/prof",
"PGNX","Progenics Pharmaceuticals Inc.","3.89","$336.86M","1997","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pgnx",
"PRGS","Progress Software Corporation","38.66","$1.73B","1991","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/prgs",
"PGNY","Progyny, Inc.","21.87","$1.86B","2019","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/pgny",
"LUNG","ProLung, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lung",
"PFPT","Proofpoint, Inc.","118.13","$6.77B","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/pfpt",
"PRPH","ProPhase Labs, Inc.","1.6782","$19.45M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prph",
"PTAC","PropTech Acquisition Corporation","9.76","$210.45M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ptac",
"PTACU","PropTech Acquisition Corporation","10.1","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ptacu",
"PTACW","PropTech Acquisition Corporation","0.67","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ptacw",
"PRQR","ProQR Therapeutics N.V.","4.94","$245.74M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prqr",
"EQRR","ProShares Equities for Rising Rates ETF","26.78","$1.07M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqrr",
"BIB","ProShares Ultra Nasdaq Biotechnology","60.9","$155.3M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bib",
"TQQQ","ProShares UltraPro QQQ","65.75","$5.12B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tqqq",
"SQQQ","ProShares UltraPro Short QQQ","12.17","$1.24B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sqqq",
"BIS","ProShares UltraShort Nasdaq Biotechnology","10.08","$12.95M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bis",
"PSEC","Prospect Capital Corporation","3.98","$1.46B","2004","n/a","n/a","https://old.nasdaq.com/symbol/psec",
"PTGX","Protagonist Therapeutics, Inc.","7.62","$209.05M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ptgx",
"PTVCA","Protective Insurance Corporation","18.0001","$256.32M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ptvca",
"PTVCB","Protective Insurance Corporation","14.5","$206.48M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ptvcb",
"PTI","Proteostasis Therapeutics, Inc.","1.46","$76.14M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pti",
"PRTA","Prothena Corporation plc","12.08","$482.13M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prta",
"PRVB","Provention Bio, Inc.","10.72","$511.48M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prvb",
"PVBC","Provident Bancorp, Inc.","9.06","$176.45M","2015","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pvbc",
"PROV","Provident Financial Holdings, Inc.","13","$96.67M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/prov",
"PBIP","Prudential Bancorp, Inc.","12.33","$108.28M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/pbip",
"PMD","Psychemedics Corporation","5.715","$31.53M","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/pmd",
"PTC","PTC Inc.","67.19","$7.76B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ptc",
"PTCT","PTC Therapeutics, Inc.","48.2","$3.03B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ptct",
"PHCF","PUHUI WEALTH INVESTMENT MANAGEMENT CO., LTD.","2.1","$24.17M","2018","Finance","Investment Managers","https://old.nasdaq.com/symbol/phcf",
"PULM","Pulmatrix, Inc.","1.4","$28.73M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pulm",
"PLSE","Pulse Biosciences, Inc","8.08","$168.63M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/plse",
"PBYI","Puma Biotechnology Inc","10.34","$406.76M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pbyi",
"PACQ","Pure Acquisition Corp.","10.5","$482.65M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/pacq",
"PACQU","Pure Acquisition Corp.","10.4","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/pacqu",
"PACQW","Pure Acquisition Corp.","1.01","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/pacqw",
"PCYO","Pure Cycle Corporation","9.83","$234.46M","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/pcyo",
"PRPL","Purple Innovation, Inc.","10.21","$550.24M","2015","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/prpl",
"PUYI","Puyi Inc.","6.01","$362.49M","2019","Finance","Investment Managers","https://old.nasdaq.com/symbol/puyi",
"PXS","Pyxis Tankers Inc.","1.19","$25.43M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/pxs",
"QK","Q&K International Group Limited","11.8633","$567.86M","2019","Finance","Real Estate","https://old.nasdaq.com/symbol/qk",
"QADA","QAD Inc.","40.79","$833.33M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","30.54","$623.93M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/qadb",
"QCRH","QCR Holdings, Inc.","29.29","$462.01M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/qcrh",
"QGEN","Qiagen N.V.","41.42","$9.44B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/qgen",
